rainfall,river_level,humidity,month,wind_speed,temperature,soil_moisture,elevation,drainage_density,land_use_index,risk_level
131.38,7.97,92.92,10,22.4,27.89,61.66,122.9,5.97,2.94,1
159.76,11.15,100.0,4,29.04,25.35,76.46,290.28,4.7,9.37,2
248.35,10.24,110.0,9,25.22,24.54,87.87,148.21,9.53,4.3,3
164.82,6.38,99.26,1,29.83,18.62,79.24,627.05,8.41,1.93,2
20.06,5.88,71.78,8,42.3,28.92,46.09,220.87,1.82,4.85,0
144.29,11.22,92.97,11,32.02,14.24,70.49,513.76,7.0,3.11,2
129.95,7.94,90.52,5,24.9,33.54,67.39,324.98,8.48,9.39,1
293.66,8.27,110.0,6,30.29,20.32,97.05,675.8,6.02,3.92,3
33.56,6.3,88.95,8,27.77,31.65,49.85,340.89,3.25,7.18,0
142.28,12.49,106.4,9,10.95,27.05,70.82,581.74,9.35,3.99,2
55.64,4.04,67.63,8,28.02,21.26,39.91,18.36,7.32,3.51,1
73.64,10.58,72.84,5,42.24,28.09,45.51,315.82,1.9,9.3,1
61.98,9.81,85.01,8,38.66,24.13,66.87,185.23,2.69,8.39,1
203.65,7.78,100.0,4,29.72,22.88,98.96,517.06,9.43,8.27,3
144.05,5.48,108.69,9,58.11,21.68,72.82,402.27,7.9,4.75,1
93.56,6.92,70.6,4,36.14,19.63,33.69,342.82,7.49,3.17,1
155.02,8.84,99.53,3,20.82,20.06,78.05,331.57,6.0,3.56,2
142.47,10.85,86.57,8,26.68,30.4,78.39,189.38,6.81,4.91,2
41.01,6.17,78.67,7,17.98,30.57,52.19,237.89,9.32,4.58,0
166.0,10.74,100.0,4,14.75,29.46,70.71,336.71,3.32,4.3,2
48.14,10.52,73.29,1,22.2,27.72,13.36,495.8,5.16,1.19,1
126.37,10.08,89.58,7,21.95,23.44,82.99,202.57,9.02,4.0,2
22.46,4.23,54.9,5,18.54,25.09,22.29,623.62,7.86,2.81,0
137.3,6.39,83.47,8,24.72,22.88,57.8,317.64,8.66,7.13,1
247.39,9.79,100.0,5,15.52,27.59,81.07,465.53,1.17,5.91,2
179.9,7.43,91.79,12,31.41,29.32,68.64,314.66,8.48,3.47,2
107.39,5.86,88.58,6,19.82,28.3,59.28,126.9,3.44,3.74,1
143.15,9.47,100.0,10,33.93,30.61,63.63,470.4,5.32,6.61,1
142.72,6.69,91.46,11,18.24,20.56,63.53,548.73,6.19,4.19,1
203.37,5.41,100.0,10,17.47,28.97,86.86,392.02,9.17,3.12,2
165.86,10.46,100.0,12,24.54,25.5,71.03,403.46,4.8,8.2,2
78.01,6.09,89.2,12,20.25,22.06,60.51,131.24,7.25,2.5,0
114.68,9.56,85.45,1,24.15,25.91,46.76,301.07,9.35,5.69,1
180.27,9.38,104.71,6,29.85,21.23,75.79,387.8,6.39,1.52,2
198.89,7.54,96.43,6,30.59,30.33,70.49,302.35,9.98,5.44,2
86.79,10.5,91.78,3,47.15,19.94,62.64,245.78,3.79,6.12,2
133.03,11.41,102.02,8,20.69,22.79,78.74,153.58,3.51,2.43,2
156.83,7.78,85.96,1,40.42,19.61,69.18,503.06,8.43,7.28,1
67.03,5.56,80.19,4,41.2,16.74,55.15,560.79,4.39,3.67,0
260.02,12.18,100.0,10,14.28,21.51,100.0,569.02,9.76,3.4,3
183.14,12.08,104.73,9,17.16,24.13,90.7,230.73,5.15,1.18,3
78.88,6.81,86.66,3,40.43,35.05,40.0,517.12,3.94,5.49,0
269.39,7.61,100.0,12,26.99,25.95,86.41,259.71,3.22,1.08,2
34.08,5.71,75.18,3,6.29,16.75,44.25,272.73,1.56,7.9,0
195.76,5.0,100.0,1,36.5,22.71,83.4,378.29,5.9,7.66,1
141.33,8.93,98.63,5,15.51,32.27,62.92,223.72,6.17,8.68,1
70.75,3.07,88.02,4,42.75,25.5,54.34,174.3,3.89,6.93,0
184.47,8.56,90.93,7,17.31,19.63,71.05,440.22,3.79,9.74,2
150.01,3.75,82.73,2,33.91,28.94,67.71,272.0,2.73,3.02,1
83.23,7.27,86.23,4,27.73,22.77,39.48,236.32,1.68,9.06,1
102.07,7.39,93.72,4,30.74,28.06,53.72,142.34,6.07,2.9,1
298.47,10.6,109.55,9,33.56,30.34,82.17,237.59,5.6,9.36,3
185.81,6.7,89.96,6,54.12,29.05,74.06,178.65,5.72,6.0,2
100.81,10.18,81.21,1,25.53,32.87,49.19,296.92,3.31,5.76,1
120.31,10.92,88.17,12,31.2,16.92,46.71,515.46,4.89,5.85,1
171.39,9.51,96.97,8,6.58,35.6,59.39,213.97,5.16,3.31,2
114.12,8.81,81.9,9,50.05,27.86,76.38,432.34,7.58,4.96,1
129.1,7.76,79.35,7,40.86,23.56,61.46,246.52,1.29,7.7,1
27.11,3.32,56.09,3,31.04,24.11,21.93,166.62,6.0,3.58,0
255.13,5.7,100.0,10,20.35,28.89,79.8,456.81,2.49,7.58,2
276.45,8.17,110.0,8,36.47,26.77,87.65,179.01,2.76,2.49,3
109.41,7.96,87.68,10,25.71,23.39,56.63,271.39,7.77,1.28,1
137.18,10.2,79.64,6,18.32,20.76,52.37,364.54,5.25,7.28,1
58.77,3.72,68.17,3,31.24,28.9,45.62,218.58,7.02,6.69,0
147.84,7.55,100.0,10,21.04,32.34,60.84,226.86,7.87,1.87,1
147.22,13.15,81.45,2,29.07,23.72,56.96,310.5,4.21,3.31,2
157.02,8.25,100.0,4,16.65,29.6,83.68,362.49,5.56,1.23,2
385.68,6.34,110.0,7,36.23,18.35,99.0,546.1,5.28,8.69,3
162.17,9.12,91.18,2,34.12,29.64,70.99,496.64,1.94,5.04,2
32.62,7.27,79.43,10,23.06,19.78,14.93,493.74,1.35,7.78,0
92.53,8.51,70.48,12,19.87,27.37,44.16,532.93,1.73,4.92,1
101.35,9.68,76.59,2,24.58,18.78,57.69,360.24,6.51,2.38,1
35.81,6.21,61.0,5,30.9,31.76,35.7,341.27,9.36,2.38,0
74.96,4.7,89.2,12,7.66,28.35,73.24,390.54,6.35,3.92,0
170.71,9.42,89.2,8,34.21,30.11,71.56,298.28,9.72,1.5,2
173.5,4.45,99.12,11,53.01,25.56,73.92,470.55,3.0,10.0,2
125.14,8.7,81.73,4,31.05,23.59,68.25,305.57,7.7,9.07,1
187.12,7.17,92.63,1,20.22,21.5,78.79,480.45,5.03,9.44,2
135.4,9.27,94.16,4,13.91,23.38,73.34,299.69,3.28,8.21,2
106.98,10.31,76.65,11,34.56,29.05,60.22,145.1,6.32,3.83,1
217.48,11.69,108.24,7,40.27,25.99,61.04,669.96,7.03,9.38,3
252.48,10.2,110.0,9,17.09,10.39,77.22,363.22,5.4,2.72,3
63.49,3.88,65.27,10,29.93,27.57,61.18,581.11,7.41,4.32,0
68.46,4.48,75.28,4,58.06,30.54,49.47,181.15,4.35,1.97,0
55.29,6.31,82.68,12,21.96,19.97,36.85,68.7,3.7,5.78,0
67.31,11.92,67.4,4,32.59,19.65,25.02,448.25,1.95,7.92,1
169.59,6.06,100.0,3,14.16,27.9,74.38,590.34,8.87,7.9,2
132.6,9.21,79.64,4,20.5,29.86,45.43,517.64,2.55,8.34,1
166.15,9.82,100.0,5,27.58,32.17,60.31,380.08,5.03,8.66,2
117.95,8.84,83.31,10,45.23,22.53,48.12,215.0,2.05,2.84,1
97.41,2.71,73.9,2,25.26,28.08,54.61,338.08,2.61,7.81,1
146.31,11.1,81.42,1,23.82,25.0,58.72,266.32,1.77,8.59,2
204.84,10.69,100.0,3,16.05,26.56,81.63,339.15,6.12,4.44,3
83.03,11.03,87.13,8,10.9,28.5,62.05,146.31,8.52,3.94,2
261.97,9.55,101.74,9,49.12,26.87,89.01,468.53,9.98,2.63,3
43.22,3.01,83.69,2,39.0,24.5,35.94,257.54,7.27,3.44,0
143.9,7.74,79.09,3,36.96,30.04,47.52,335.93,8.89,5.16,1
76.55,6.18,96.43,6,20.21,27.83,53.3,576.04,9.85,6.22,1
135.15,9.62,94.14,11,35.85,22.86,63.77,421.05,9.05,7.07,1
227.01,4.74,98.2,7,13.99,20.12,82.15,126.83,7.89,1.62,2
112.11,6.21,99.2,3,20.8,25.71,56.6,247.56,5.98,7.58,1
3.84,6.22,64.51,2,20.91,23.33,12.37,244.79,3.66,9.51,0
290.81,8.94,100.0,11,19.18,27.52,100.0,595.37,6.21,3.09,2
144.17,5.01,88.25,1,45.01,24.0,65.98,301.45,2.42,6.31,1
308.2,11.13,110.0,9,17.17,24.85,110.34,450.85,4.53,1.04,3
105.65,3.36,95.11,2,33.14,25.68,61.47,97.95,7.77,9.43,1
88.26,3.97,75.27,4,14.08,21.54,49.0,431.96,5.2,3.05,0
74.93,8.99,87.65,2,25.89,24.23,31.91,86.0,6.87,6.51,1
173.41,8.17,106.03,6,33.06,19.21,78.03,429.27,6.67,5.4,2
355.72,8.23,110.0,9,23.0,27.65,112.19,426.04,5.77,7.34,3
156.35,8.44,97.17,12,16.96,26.48,63.34,444.13,2.18,9.67,2
275.11,11.47,109.47,8,27.66,29.21,112.15,432.67,2.57,6.6,3
61.19,4.98,91.82,12,31.29,27.97,46.13,234.68,3.51,9.38,1
96.86,8.17,88.72,10,35.81,23.46,57.81,325.1,7.53,3.83,1
178.79,9.06,97.43,4,19.23,23.32,63.18,536.04,3.64,4.74,2
238.83,6.6,108.25,6,24.8,28.49,82.67,98.52,9.54,5.4,2
192.17,9.54,85.73,7,29.85,19.12,67.2,476.19,7.38,5.57,2
282.55,7.0,108.71,6,9.61,27.45,92.97,294.54,4.54,8.66,3
194.31,11.61,100.0,2,22.83,25.93,76.59,116.38,2.1,8.79,3
148.58,9.67,100.0,5,21.38,17.38,71.07,180.3,8.83,4.89,1
183.18,5.9,84.54,7,13.04,20.88,78.6,455.91,2.15,9.53,2
88.25,4.05,82.52,4,18.24,31.52,42.8,338.74,9.65,3.89,1
231.61,5.66,110.0,9,33.83,19.76,94.56,702.3,4.4,8.1,3
70.07,10.33,70.34,8,40.63,21.33,41.95,417.73,4.59,7.3,1
140.23,9.78,80.15,12,19.85,18.38,83.31,518.67,9.2,7.44,1
233.93,10.38,102.62,8,68.34,12.56,78.66,660.03,1.22,4.45,3
139.12,6.07,86.41,1,30.09,28.21,62.4,854.39,3.69,8.73,1
423.42,10.85,100.0,1,17.18,31.03,100.0,589.62,9.93,4.57,3
79.12,7.39,74.02,6,28.64,28.16,43.5,370.69,3.96,6.88,1
102.01,7.56,93.57,5,53.73,22.8,37.47,261.9,1.96,4.11,1
103.44,8.65,99.17,11,23.49,30.29,63.3,224.46,1.68,7.26,1
61.28,8.53,65.89,11,15.1,33.79,56.89,65.53,7.39,2.88,0
89.6,9.09,81.4,3,16.52,31.74,59.57,244.82,9.95,1.34,1
214.1,11.98,90.36,9,33.62,24.62,70.66,476.01,8.55,9.19,3
139.73,6.4,81.3,12,9.28,34.77,50.52,6.42,1.99,3.16,1
160.52,6.93,91.28,4,22.55,27.11,77.09,477.97,1.85,7.59,2
166.19,10.28,90.09,11,25.09,30.99,78.03,131.07,4.56,2.59,2
117.93,7.57,105.52,8,20.64,22.76,64.87,428.64,6.13,1.83,1
174.18,9.56,110.0,7,29.73,23.15,72.92,461.13,7.95,9.28,2
79.65,6.3,88.28,8,40.66,29.64,59.18,113.65,9.73,9.32,1
287.44,14.05,110.0,8,33.13,22.86,106.73,512.44,7.37,5.32,3
192.23,11.15,100.0,10,22.91,30.3,88.33,510.73,9.43,8.23,3
184.58,6.71,110.0,6,15.24,22.05,82.92,403.28,4.15,5.0,2
122.68,7.43,81.76,5,33.35,31.48,59.71,323.04,7.32,7.81,1
147.38,9.0,92.37,12,53.08,18.57,70.9,36.19,6.1,3.19,2
253.83,5.12,103.39,7,30.32,23.26,102.86,372.2,6.09,1.7,2
67.08,7.75,68.98,1,9.18,24.83,31.94,405.97,4.33,2.56,0
54.28,6.96,64.94,2,11.19,26.13,39.09,83.57,2.23,6.3,0
349.74,10.35,110.0,9,38.2,17.11,98.14,176.51,8.75,5.03,3
291.96,4.54,107.18,6,24.7,20.14,93.6,334.6,1.17,1.31,2
183.39,4.68,100.0,3,35.09,21.21,77.55,414.59,5.76,9.35,2
158.47,13.22,95.16,11,29.08,28.76,66.43,155.11,9.19,9.24,3
188.65,8.56,105.43,6,14.68,35.42,79.58,288.2,4.05,7.81,2
170.78,9.62,100.0,11,23.71,17.96,76.91,423.61,1.86,4.56,2
325.71,7.68,100.0,11,31.59,31.21,100.0,164.97,1.16,6.17,3
64.78,3.41,72.4,6,29.17,20.29,65.25,269.86,2.34,9.62,1
157.2,4.93,87.12,2,16.12,27.25,81.01,426.28,1.48,1.63,1
66.92,9.61,85.75,11,33.46,30.82,39.2,577.75,6.93,4.66,1
162.11,9.76,100.0,4,15.21,21.01,82.61,614.61,7.36,9.06,2
97.96,10.21,95.65,7,26.2,23.15,69.32,501.25,3.42,9.9,2
125.0,5.26,93.4,3,16.93,31.11,55.28,304.31,5.07,7.97,1
119.55,12.08,80.63,7,33.59,29.42,70.2,270.2,3.92,5.67,2
303.14,12.26,110.0,6,23.89,28.72,89.19,416.62,4.26,4.29,3
111.66,9.54,100.0,4,14.28,25.52,57.82,446.78,6.43,4.94,1
225.18,6.95,100.0,5,52.46,29.04,84.65,178.01,1.11,9.08,2
96.31,7.99,76.24,1,28.82,20.68,70.16,245.31,2.52,5.2,1
55.7,6.69,72.52,3,15.13,28.28,35.59,117.86,5.26,9.72,0
208.61,7.77,100.0,1,56.79,24.19,79.52,211.28,1.07,7.24,2
105.22,10.18,99.75,12,29.25,18.44,67.7,91.4,8.12,6.84,2
67.32,5.8,88.6,2,50.16,27.2,60.68,566.16,4.76,3.63,0
187.03,3.28,96.18,3,61.3,15.59,60.64,752.04,5.47,4.88,1
185.21,6.11,96.39,4,35.16,26.4,75.42,119.28,8.38,8.92,2
153.57,5.38,94.57,5,51.59,29.46,67.68,308.8,2.81,8.11,2
140.17,8.0,106.05,7,10.82,24.39,75.63,218.03,9.76,4.15,2
235.3,8.17,100.0,4,36.8,24.29,89.18,291.64,8.11,5.3,2
211.82,5.26,95.8,8,32.2,19.07,77.48,733.66,9.56,6.11,2
224.02,11.8,110.0,8,21.79,23.18,87.08,400.88,5.06,9.63,3
117.52,10.93,100.0,2,18.07,22.71,74.22,343.7,6.74,3.73,2
67.35,8.78,69.08,1,20.0,16.74,45.8,66.77,6.16,8.03,1
169.52,6.56,96.94,10,25.98,29.67,77.71,521.64,2.7,1.57,2
44.93,6.4,75.54,9,16.0,21.95,43.34,254.54,9.98,7.25,0
149.97,8.28,100.0,2,19.28,20.97,65.4,689.93,9.34,8.18,1
168.79,7.51,96.72,2,16.35,30.74,64.7,386.27,4.61,4.88,2
71.19,5.95,88.1,2,19.52,24.85,46.14,119.76,8.14,8.24,1
61.99,8.86,66.42,11,40.5,27.78,59.51,190.28,7.01,7.35,0
257.95,5.28,108.44,7,15.58,16.51,75.72,841.0,1.64,8.85,3
183.75,10.97,97.0,5,47.15,27.04,73.32,190.25,2.73,6.88,2
49.77,8.45,64.44,5,7.9,20.21,44.38,408.85,3.67,4.74,0
126.25,7.48,89.35,10,31.01,28.91,35.64,417.2,6.74,8.93,1
241.33,12.64,99.64,6,19.39,31.58,77.64,497.61,8.3,1.99,3
95.66,5.89,79.48,12,44.07,20.83,48.58,637.94,1.65,6.71,1
206.59,7.74,107.55,7,27.2,21.09,79.49,338.11,5.97,6.02,2
87.63,9.17,81.65,4,49.24,35.98,39.84,103.58,1.9,7.64,1
313.78,11.43,110.0,8,29.43,26.91,103.29,177.41,3.16,4.23,3
313.99,6.26,110.0,9,23.07,25.32,89.58,372.37,7.72,4.64,2
171.31,6.97,100.0,12,39.75,22.77,69.23,162.38,5.1,3.62,1
185.55,10.95,84.98,6,32.43,28.31,54.74,460.52,7.83,3.89,2
16.21,3.86,56.07,5,27.57,30.99,17.96,129.67,2.15,4.96,0
147.2,10.18,90.65,10,23.3,21.08,72.59,479.34,7.5,6.54,2
133.56,6.3,100.0,11,21.31,29.33,58.52,418.59,5.11,3.95,1
50.63,5.39,86.61,9,19.61,29.34,62.37,29.3,1.28,5.57,1
84.41,4.68,73.52,2,40.64,30.68,25.58,179.65,6.3,9.31,1
253.35,6.95,110.0,6,24.71,23.62,93.12,57.32,8.31,8.46,3
189.98,10.27,100.0,5,27.77,25.87,98.81,361.09,7.86,5.91,2
189.68,9.36,96.91,2,21.41,19.14,80.76,388.43,6.53,2.86,2
25.94,1.39,74.02,2,27.63,32.83,25.76,190.87,2.57,8.12,0
217.56,9.84,100.0,5,14.63,21.52,100.0,224.12,6.33,9.07,3
76.7,4.92,87.85,4,64.3,25.88,25.45,312.02,2.32,5.96,1
99.49,8.13,97.9,3,14.99,24.69,56.68,255.49,3.71,6.91,1
185.66,9.92,92.9,1,17.86,17.91,96.87,391.11,5.31,5.84,2
154.22,5.47,100.0,1,11.38,28.88,51.81,191.65,9.64,5.68,1
103.81,4.65,94.13,1,39.52,33.85,67.52,501.55,5.74,5.98,1
212.59,7.82,100.0,10,39.7,26.55,86.37,383.9,2.27,1.9,3
102.96,6.96,92.05,5,18.36,30.15,55.35,353.16,1.35,8.63,1
189.14,11.65,100.0,10,64.21,25.66,87.52,266.64,8.55,4.38,3
268.91,11.36,110.0,8,24.51,24.19,93.54,389.28,8.21,5.07,3
165.1,10.31,93.18,12,13.99,21.69,71.16,520.76,7.14,2.86,2
130.28,5.93,96.92,1,14.06,23.02,65.7,407.95,9.76,9.04,1
170.69,8.58,84.24,1,33.72,22.89,52.86,533.08,8.34,3.91,1
461.85,6.4,110.0,8,14.5,20.95,115.0,228.46,4.2,9.1,3
52.89,9.53,83.93,4,34.31,38.41,37.54,51.04,7.2,9.82,1
192.66,9.65,93.97,3,52.91,21.2,81.83,460.47,3.22,6.07,2
293.19,8.17,110.0,7,29.39,17.06,89.72,216.41,4.78,1.89,3
154.88,9.25,96.77,8,39.09,23.64,82.69,479.18,2.57,8.51,2
106.95,9.72,75.91,12,27.26,20.69,47.66,413.73,3.48,8.17,1
46.15,7.12,88.45,1,46.48,30.66,65.21,516.72,9.5,1.91,1
162.73,7.17,90.66,11,46.47,19.38,63.58,93.86,7.82,6.37,2
53.99,10.66,90.07,3,31.85,26.81,41.53,257.73,8.42,7.9,1
108.33,7.77,96.73,10,17.9,24.35,56.57,239.28,5.88,9.63,1
109.76,6.23,73.25,10,22.21,26.23,38.83,98.9,3.37,7.39,1
109.65,6.27,96.19,4,53.35,14.53,56.79,601.9,6.5,7.44,1
166.79,5.57,83.59,6,33.14,24.14,65.21,361.66,1.89,3.87,2
92.97,9.72,78.05,8,30.94,12.54,66.79,362.41,5.98,9.65,1
63.03,11.61,79.79,11,20.33,22.4,42.56,219.18,4.57,8.39,1
77.55,8.33,99.33,7,13.71,30.21,42.79,528.47,6.65,8.56,1
136.33,4.37,97.52,1,36.93,15.36,62.4,238.61,2.07,8.84,1
87.76,6.62,80.03,9,17.89,29.21,50.17,239.75,6.82,3.45,1
134.36,4.53,100.0,1,20.05,19.78,50.24,285.66,3.84,9.92,1
158.7,6.26,100.0,4,11.77,24.58,67.14,566.38,1.19,7.65,2
288.79,6.4,100.0,4,22.3,32.84,100.0,466.22,2.57,4.18,2
90.63,10.15,91.83,3,29.88,25.26,51.09,286.77,1.01,3.91,2
237.15,5.63,110.0,6,33.57,17.56,87.49,370.97,9.35,9.39,3
81.81,7.02,80.15,2,19.19,20.19,48.42,424.33,4.05,6.14,1
192.79,7.33,87.22,8,14.8,26.14,70.73,95.65,9.04,9.45,2
213.99,6.82,100.0,2,16.3,16.05,87.6,464.14,6.8,1.18,2
69.82,7.27,93.88,4,18.71,21.55,37.41,552.23,7.64,1.02,1
206.62,10.41,103.67,6,25.88,22.98,85.42,482.66,1.75,2.45,3
196.15,8.79,99.53,7,8.5,27.33,65.42,328.69,9.44,7.52,2
155.6,8.35,92.25,12,28.09,28.75,52.95,366.81,8.95,2.66,2
109.98,3.23,78.44,10,29.8,24.59,61.73,220.9,3.57,7.57,0
185.11,7.32,96.2,8,18.31,28.2,64.0,269.19,9.64,4.02,2
203.69,9.78,100.0,5,29.78,25.91,83.68,398.08,8.2,6.83,2
57.35,5.32,82.46,8,19.76,26.94,69.87,462.35,4.25,7.78,1
211.17,8.43,104.05,7,20.33,19.09,78.81,300.73,2.71,8.89,3
71.28,8.73,88.06,3,11.56,26.15,60.02,245.89,8.7,2.51,1
123.37,10.82,97.82,7,22.99,23.78,58.93,86.63,6.82,5.99,2
291.72,6.62,110.0,9,11.93,23.33,97.78,313.27,9.35,3.32,2
77.43,8.29,72.79,12,29.84,30.51,46.38,533.81,4.8,2.18,0
321.79,10.41,100.0,2,12.16,17.88,97.24,589.05,8.98,7.46,3
148.12,4.65,100.0,5,29.03,30.22,78.96,400.43,1.82,5.63,1
56.76,6.62,79.38,11,34.92,17.68,39.31,409.58,6.51,3.57,0
151.34,9.88,98.04,4,37.28,33.42,57.36,293.24,1.19,9.5,2
10.73,5.0,59.26,11,19.18,13.54,14.77,325.74,6.13,2.02,0
149.64,10.09,100.0,3,34.15,20.94,59.14,106.24,5.4,7.72,2
104.28,6.21,74.44,8,25.57,29.08,49.9,416.66,1.44,8.85,1
111.02,12.17,72.86,5,23.83,36.48,64.2,164.3,5.09,5.43,2
51.8,6.36,71.02,1,28.38,25.21,38.92,377.42,9.75,4.25,0
55.32,6.39,63.18,2,33.28,32.9,45.5,65.5,7.7,7.82,0
441.8,12.92,100.0,2,27.71,26.55,100.0,708.15,8.59,5.61,3
104.8,8.02,88.16,10,24.48,24.76,70.77,311.95,8.28,4.07,1
207.04,9.85,89.79,6,30.35,32.49,79.25,776.15,4.72,2.36,2
95.24,6.7,74.73,5,17.5,21.65,59.29,135.02,9.53,9.59,1
530.69,8.77,110.0,6,38.66,26.22,115.0,654.2,2.47,8.84,3
28.02,4.56,75.31,2,9.36,30.81,44.74,145.89,2.73,6.17,0
214.4,5.38,94.11,6,62.81,21.57,76.95,441.41,1.24,7.37,3
104.28,4.75,97.67,1,23.57,20.79,47.62,617.21,1.12,4.2,1
55.84,4.99,67.84,4,14.21,29.33,49.12,569.18,6.52,2.8,0
127.06,10.6,100.0,11,34.6,16.66,79.94,211.58,9.18,5.18,2
155.06,6.68,90.37,5,38.75,23.22,78.04,212.15,5.41,1.67,2
108.12,8.08,86.38,9,34.4,26.98,61.03,492.66,9.82,4.4,1
165.57,4.55,107.01,9,25.32,21.95,81.81,239.74,8.88,5.72,2
72.69,9.14,73.45,12,27.46,29.59,56.02,165.76,6.12,5.66,0
198.39,10.48,93.32,6,13.81,20.49,65.06,158.05,3.28,9.27,2
57.44,9.66,67.63,1,45.56,22.51,46.67,190.76,3.46,4.48,0
23.38,9.03,70.31,2,29.55,31.17,5.62,450.61,2.25,6.22,0
180.54,11.18,100.0,1,8.1,24.51,83.9,450.05,4.74,9.68,2
113.52,7.41,97.47,8,30.53,28.35,55.24,495.34,4.86,8.75,2
49.99,4.01,62.8,3,52.84,30.53,10.35,67.6,7.44,1.67,0
235.78,8.36,100.0,1,56.4,31.09,81.19,351.92,7.17,7.17,2
136.24,10.66,87.39,10,15.38,19.27,78.61,102.35,8.53,5.95,2
161.1,7.76,100.0,5,13.94,22.77,72.94,410.23,9.24,5.48,2
207.0,8.3,89.8,9,39.51,32.36,73.86,651.38,9.38,7.63,2
109.73,8.43,75.07,5,31.11,24.62,58.0,151.57,6.27,4.13,1
83.86,5.89,73.11,6,22.17,25.16,51.69,521.8,2.43,1.14,1
141.96,11.9,95.48,9,33.16,26.43,59.81,384.84,6.3,3.01,2
251.59,12.19,110.0,8,41.09,10.27,104.59,242.94,3.2,5.75,3
218.66,9.1,107.37,8,25.59,18.9,71.58,172.45,9.73,7.57,2
123.02,3.91,91.86,11,18.45,15.54,66.68,570.02,7.2,9.06,1
170.36,9.4,92.78,5,28.29,27.73,53.52,478.24,2.68,5.88,2
65.12,8.81,73.57,4,25.79,25.3,40.73,476.63,7.21,2.03,0
143.23,7.65,79.96,6,16.58,34.26,59.11,400.01,4.14,7.35,1
163.39,10.25,97.13,9,22.69,21.32,67.31,80.44,7.93,3.88,2
216.64,10.73,100.0,2,38.92,19.88,99.06,219.35,8.83,2.53,3
137.85,10.79,78.48,4,12.25,29.13,41.7,581.66,4.29,5.12,1
188.69,12.68,94.73,12,19.57,9.13,72.46,398.88,7.52,6.09,3
247.24,12.59,110.0,9,48.15,21.89,109.09,482.52,1.42,8.93,3
286.6,10.57,102.32,7,31.25,25.8,101.43,333.93,5.85,5.66,3
0.7,6.35,53.07,4,55.79,25.96,19.93,286.62,2.58,8.26,0
237.35,7.09,100.0,4,44.89,31.49,86.68,299.51,8.49,1.86,2
141.1,6.86,94.44,10,20.82,26.67,62.66,280.52,2.55,4.22,1
61.95,9.95,73.87,8,32.35,29.67,50.45,404.35,1.63,8.74,1
112.0,3.69,95.44,10,17.58,28.56,66.39,218.38,2.1,4.88,1
103.19,9.71,97.42,2,36.18,26.7,66.94,445.62,7.47,2.14,1
201.29,4.09,89.23,8,70.53,30.89,91.87,335.81,5.85,6.97,2
133.58,11.07,100.0,4,34.24,22.29,66.23,808.93,7.39,7.09,2
228.48,11.78,103.12,8,7.36,28.48,89.18,547.51,3.96,8.89,3
235.45,11.99,100.0,12,69.57,24.65,79.11,527.39,9.44,1.11,3
198.73,9.2,96.55,8,23.58,22.45,45.66,109.97,8.47,8.53,2
181.0,4.09,97.18,4,35.65,25.36,98.22,174.48,1.34,4.87,2
121.63,2.62,90.21,12,24.62,31.13,64.93,316.59,4.99,1.52,1
77.66,8.94,95.19,7,27.62,22.96,52.39,500.15,1.36,5.92,1
154.0,8.63,100.0,2,28.76,23.87,77.29,451.58,8.98,3.24,2
159.33,12.31,90.08,12,19.46,25.06,56.25,143.97,2.03,7.66,3
328.26,5.44,110.0,9,19.17,28.03,95.97,135.87,5.9,5.64,2
105.66,6.19,98.25,7,10.98,25.8,74.43,210.23,1.36,8.52,2
61.02,6.13,88.3,4,29.11,25.92,43.86,268.07,7.74,9.12,1
81.17,9.88,67.22,11,38.31,27.96,41.23,51.33,4.41,8.73,1
53.35,6.2,94.41,6,21.42,20.36,66.94,363.54,5.19,7.31,1
194.18,11.27,90.16,9,23.73,30.68,90.77,578.88,3.5,5.26,3
216.07,11.44,104.57,9,53.54,26.25,69.11,318.74,4.66,5.49,3
137.03,5.69,78.65,12,14.73,31.43,57.62,245.4,4.84,4.48,1
205.1,7.45,100.0,2,10.06,23.9,78.66,87.0,5.16,4.77,2
128.8,7.15,100.0,12,77.98,26.18,61.61,441.93,2.92,2.05,2
82.24,9.78,74.04,7,31.11,26.89,24.46,318.76,8.57,7.09,1
140.22,6.08,100.0,12,35.66,24.8,83.38,221.39,1.51,8.5,2
150.45,8.44,89.48,7,18.35,16.1,74.03,402.21,6.75,5.79,2
280.25,9.36,110.0,9,35.94,26.38,101.5,395.13,5.28,8.53,3
159.35,12.42,88.39,10,16.1,21.8,78.13,119.97,9.26,8.72,3
142.45,5.5,84.76,11,16.35,32.36,65.29,360.61,1.99,8.1,1
61.02,8.03,85.04,5,37.9,22.82,50.86,101.91,4.45,2.83,1
200.82,9.19,90.52,10,24.64,25.06,85.05,648.09,6.72,8.04,3
197.66,5.54,110.0,9,18.54,26.16,80.87,673.38,6.22,5.68,2
410.02,6.36,110.0,7,6.74,27.3,115.0,72.27,4.88,4.04,2
288.2,13.79,105.86,8,22.57,26.54,103.08,296.96,7.95,5.65,3
155.6,11.03,81.87,2,39.9,24.75,61.35,436.46,8.82,5.25,2
161.47,3.79,100.0,1,51.52,30.73,71.65,115.14,4.47,9.49,2
188.82,7.31,100.0,5,20.6,21.41,93.56,127.58,4.66,7.58,2
434.51,5.96,110.0,8,39.41,16.2,115.0,272.3,5.51,3.15,2
